areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,title,addr1,addr2,tel,zipcode,sigungu
36,A02,A0202,A02020300,127966,12,20031111000000,http://tong.visitkorea.or.kr/cms/resource/01/2643801_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/01/2643801_image2_1.bmp,128.6352635905,34.8909030888,6.0,20200522105418,32843.0,1.0,거제도해수보양온천,경상남도 거제시 수양로 507,(양정동),,53235,1
36,A02,A0202,A02020600,1846020,12,20130917173132,http://tong.visitkorea.or.kr/cms/resource/06/2617806_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2617806_image3_1.jpg,128.6505379959,34.9676447812,6.0,20210409145143,14488.0,1.0,거제맹종죽테마공원,경상남도 거제시 하청면 거제북로 700,,,53204,1
36,A02,A0206,A02060600,1749449,14,20121108153511,,,128.7231565789,34.8671295553,6.0,20210308160945,17699.0,1.0,거제문화예술회관,경상남도 거제시 장승로 145,(장승포동),,53322,1
36,A02,A0206,A02060700,129947,14,20071106013633,http://tong.visitkorea.or.kr/cms/resource/06/1978706_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/1978706_image3_1.jpg,128.7230565080,34.8701125536,6.0,20201106161036,17474.0,1.0,거제문화원,경상남도 거제시 능포로 7,(장승포동),,53317,1
36,A02,A0206,A02060100,1622150,14,20120504093345,,,128.6773472442,34.9499833531,6.0,20201110143231,20665.0,1.0,거제민속박물관,경상남도 거제시 연초면 대금산로 339-7,,,53210,1
36,A02,A0206,A02060100,129805,14,20071106013111,http://tong.visitkorea.or.kr/cms/resource/00/1610000_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/1610000_image3_1.jpg,128.6861924097,34.8940508785,6.0,20201231132438,37321.0,1.0,거제박물관,경상남도 거제시 거제대로 3791,(옥포동),,53226,1
36,B02,B0201,B02010100,2578477,32,20181214171626,,,128.5906455117,34.8810839383,6.0,20201116140912,22.0,1.0,거제뷰골프텔,경상남도 거제시 거제면 두동로 259-80,1층~5층,055-639-2222,53284,1
36,B02,B0201,B02010900,137083,32,20021023000000,,,128.4822889735,34.8547543814,6.0,20201019100446,75490.0,1.0,거제비치텔,경상남도 거제시 둔덕면 거제남서로 5013,,055-636-7552,53279,1
36,B02,B0201,B02010100,143125,32,20060207000000,http://tong.visitkorea.or.kr/cms/resource/78/1609978_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1609978_image3_1.jpg,128.6123460004,34.8961937511,6.0,20200420163703,33763.0,1.0,거제삼성호텔,경상남도 거제시 장평3로 80-37,,055-631-2114,53261,1
36,A02,A0207,A02070200,1732929,15,20121015132933,http://tong.visitkorea.or.kr/cms/resource/11/2678111_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2678111_image2_1.jpg,128.5795665696,34.8565698127,6.0,20201022160254,82358.0,1.0,거제섬꽃축제 2020,경상남도 거제시 거제면 거제남서로 3577,,055-639-6443,53285,1
36,A02,A0202,A02020600,2414648,12,20160909140557,http://tong.visitkorea.or.kr/cms/resource/99/2405199_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2405199_image3_1.jpg,128.5795582371,34.8565392606,6.0,20210209144824,6103.0,1.0,거제시농업개발원,경상남도 거제시 거제면 거제남서로 3577,(거제면),,53285,1
6,A04,A0401,A04010200,1608608,38,20120420115804,http://tong.visitkorea.or.kr/cms/resource/17/1572217_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/1572217_image3_1.jpg,129.0728176676,35.1817146431,6.0,20210226161418,7489.0,13.0,거제시장,부산광역시 연제구 거제시장로14번길 28,(거제동),051-852-6133,47544,13
36,A02,A0206,A02060300,2001650,14,20150507103246,http://tong.visitkorea.or.kr/cms/resource/55/2367555_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2367555_image3_1.jpg,128.7014926255,34.8358937646,6.0,20210415112116,7838.0,1.0,거제씨월드,경상남도 거제시 일운면 지세포해안로 15,,,53328,1
36,A02,A0206,A02060300,1622179,14,20120504094140,http://tong.visitkorea.or.kr/cms/resource/53/1610953_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/1610953_image3_1.jpg,128.7019093134,34.8337301246,6.0,20210406093902,24945.0,1.0,거제어촌민속전시관,경상남도 거제시 일운면 지세포해안로 41,,,53328,1
36,B02,B0201,B02010100,2578490,32,20181214172524,,,128.6961694066,34.8907680926,6.0,20201116133034,16.0,1.0,거제오션호텔,경상남도 거제시 옥포로2길 13,(옥포동),055-730-9600,53231,1
36,A05,A0502,A05020300,2577527,39,20181213102424,,,128.6957472076,34.8912735839,6.0,20200706095438,9.0,1.0,거제으뜸횟집,경상남도 거제시 옥포로4길 19-1,1층(옥포동),055-687-6003,53231,1
36,A01,A0101,A01010700,127725,12,20040216000000,http://tong.visitkorea.or.kr/cms/resource/12/219412_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/219412_image3_1.jpg,128.6263331346,34.8116478955,6.0,20210121104102,38603.0,1.0,거제자연예술랜드,경상남도 거제시 동부면 구천리 455,,,656-852,1
36,A01,A0101,A01010600,126582,12,20040108000000,http://tong.visitkorea.or.kr/cms/resource/54/219054_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/219054_image3_1.jpg,128.6259671856,34.7857035640,6.0,20201209132902,96955.0,1.0,거제자연휴양림,경상남도 거제시 동부면 거제중앙로 325,(동부면),,53332,1
36,A01,A0101,A01010700,2648073,12,20200218134720,,,128.5781500188,34.8568253143,6.0,20210309172723,0.0,1.0,거제정글돔,경상남도 거제시 거제면 거제남서로 3595,,,53285,1
36,B02,B0201,B02010400,138920,32,20060905000000,http://tong.visitkorea.or.kr/cms/resource/14/1981414_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/1981414_image3_1.jpg,128.6381026139,34.7716164661,6.0,20200214151344,62626.0,1.0,거제하와이 콘도비치호텔,경상남도 거제시 동부면 학동6길 60,,055-635-7114,53332,1
36,A02,A0201,A02010700,127266,12,20040119000000,http://tong.visitkorea.or.kr/cms/resource/48/747548_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/747548_image3_1.jpg,128.5898602232,34.8526037743,6.0,20200406140434,20444.0,1.0,거제향교,경상남도 거제시 거제면 기성로7길 10,(거제면),,53285,1
36,A02,A0201,A02010700,128033,12,20040127000000,,,128.5912240320,34.8511261863,6.0,20201126151617,20241.0,1.0,거제현 관아,경상남도 거제시 거제면 읍내로2길 22,,,53286,1
32,A01,A0101,A01011600,129592,12,20070713000000,http://tong.visitkorea.or.kr/cms/resource/14/2714114_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2714114_image2_1.jpg,128.4575875484,38.4494873632,2.0,20210420100501,23282.0,2.0,거진 등대,강원도 고성군 거진읍 거탄진로209번길,(거진읍),,24712,2
32,A01,A0101,A01011200,125714,12,20030710000000,http://tong.visitkorea.or.kr/cms/resource/55/174955_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/174955_image3_1.jpg,128.4547464127,38.4408494282,6.0,20200615111629,26382.0,2.0,거진1리해변,강원도 고성군 거진읍 거탄진로,(거진읍),033-680-3114,24712,2
32,A01,A0101,A01011200,126784,12,20030710000000,http://tong.visitkorea.or.kr/cms/resource/38/2659838_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2659838_image3_1.jpg,128.4547464127,38.4408494282,6.0,20200615112320,27186.0,2.0,거진11리해변,강원도 고성군 거진읍 거진항길,(거진읍),033-680-3114,24713,2
32,A02,A0202,A02020700,2401957,12,20160818094903,,,128.4643536161,38.4489097851,6.0,20160919110956,484.0,2.0,거진등대해맞이공원,강원도 고성군 거진읍 거탄진로209번길 19,,033-670-2233,24712,2
32,A03,A0303,A03030600,131270,28,20020709000000,http://tong.visitkorea.or.kr/cms/resource/18/1813218_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/1813218_image3_1.jpg,128.4616650733,38.4457045513,6.0,20200615112823,21929.0,2.0,거진방파제,강원도 고성군 거진읍 거진항1길 62-3,(거진읍),033-682-2782,24713,2
32,A04,A0401,A04010200,132784,38,20070508000000,http://tong.visitkorea.or.kr/cms/resource/78/1947778_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1947778_image3_1.jpg,128.4538101632,38.4479596904,6.0,20200615113214,16258.0,2.0,"거진장 / 고성 거진시장 (1, 6일)",강원도 고성군 거진읍 거진시장길 17-11,,033-681-2191,24715,2
32,A01,A0101,A01011400,128749,12,20060123000000,http://tong.visitkorea.or.kr/cms/resource/38/1906638_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/1906638_image3_1.jpg,128.4598152167,38.4465127542,6.0,20200811150757,38092.0,2.0,거진항,강원도 고성군 거진읍 거진항1길 62-3,(거진읍) 일대,,24713,2
38,A02,A0203,A02030100,2612816,12,20190724142901,http://tong.visitkorea.or.kr/cms/resource/13/1844613_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/1844613_image3_1.jpg,127.4474826403,34.8376326008,6.0,20201209102444,0.0,11.0,거차뻘배마을,전라남도 순천시 별량면 거차길 130,,,58030,11
36,A02,A0201,A02010400,1578659,12,20120326171527,,,127.8189475809,35.7804549384,6.0,20210401171904,15198.0,2.0,거창 갈계리 임씨고가,경상남도 거창군 북상면 샘골길 6,(북상면),,50102,2
36,A02,A0201,A02010700,1579613,12,20120327105427,,,127.9333508920,35.5905507092,6.0,20200403102107,15275.0,2.0,거창 감악사지 부도,경상남도 거창군 신원면,,,50153,2
36,A02,A0201,A02010700,1579507,12,20120326190334,,,127.8158183749,35.7404649723,6.0,20200403102312,15842.0,2.0,거창 강남사지 석조여래입상,경상남도 거창군 위천면 강남불1길 23-55,,,50103,2
36,A02,A0201,A02010900,1578694,12,20120326173713,,,127.9391237212,35.7559265332,6.0,20200227140625,15727.0,2.0,거창 거기리 성황단,경상남도 거창군 주상면 거기리,,,50115,2
36,A02,A0201,A02010700,1578811,12,20120326180834,,,127.8907050804,35.7819116096,6.0,20200403102525,14501.0,2.0,거창 내오리 지석묘,경상남도 거창군 주상면,내오리 산 153,,50114,2
36,A02,A0201,A02010700,1578542,12,20120326161100,,,127.8103903399,35.7679617584,6.0,20200227140131,15223.0,2.0,거창 농산리 석조여래입상,경상남도 거창군 북상면 농산리,,,50101,2
36,A02,A0201,A02010700,1578267,12,20120326141807,,,128.0087489825,35.7241036091,6.0,20200403103632,15670.0,2.0,거창 당동당산,경상남도 거창군 가조면 장군봉1길 439-42,부근,,50118,2
36,A02,A0201,A02010400,128653,12,20051114000000,http://tong.visitkorea.or.kr/cms/resource/58/976958_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/976958_image3_1.jpg,127.8289029389,35.7549941138,6.0,20200917144600,27223.0,2.0,거창 동계 종택(정온선생고택),경상남도 거창군 위천면 강동1길 13,(위천면),,50103,2
36,A02,A0201,A02010400,1579747,12,20120327112656,,,127.9273624890,35.7989520008,6.0,20200227140723,15296.0,2.0,거창 동호리 이씨고가,경상남도 거창군 웅양면 동호1길 217,(웅양면),,50113,2
36,A02,A0201,A02010700,128657,12,20051114000000,,,127.9671554833,35.7222975123,6.0,20210415170101,18786.0,2.0,거창 둔마리 벽화 고분,경상남도 거창군 남하면 대촌1길,,,50121,2
36,A02,A0201,A02010400,1578365,12,20120326145845,,,127.9458144856,35.6642175960,6.0,20200402111508,16123.0,2.0,거창 무릉리 정씨고가,경상남도 거창군 남하면 무릉3길 19-16,(남하면),,50123,2
36,A02,A0203,A02030100,710635,12,20090325091210,http://tong.visitkorea.or.kr/cms/resource/49/2484349_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2484349_image2_1.jpg,127.9168156812,35.7150752074,6.0,20201210160322,22163.0,2.0,거창 서변마을,경상남도 거창군 거창읍 모곡2길 22,,,50124,2
36,A02,A0203,A02030100,1936343,12,20140723144049,,,127.9251793584,35.7986269980,6.0,20201216142851,2472.0,2.0,거창 솔향기돌담마을,경상남도 거창군 웅양면 동호3길 20,,,50113,2
36,A02,A0201,A02010700,127696,12,20040127000000,http://tong.visitkorea.or.kr/cms/resource/16/1936916_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/1936916_image3_1.jpg,127.8336967988,35.7609657443,6.0,20200821171014,47637.0,2.0,거창 수승대,경상남도 거창군 위천면 은하리길 2,,,50103,2
1,A05,A0502,A05020100,2663444,39,20200714091112,http://tong.visitkorea.or.kr/cms/resource/49/2663449_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2663449_image2_1.jpg,126.9266297904,37.5217779627,6.0,20200714092946,0.0,20.0,거창 왕돈까스,서울특별시 영등포구 국제금융로6길 30,(여의도동),02-783-9909,07328,20
36,A02,A0201,A02010700,1578958,12,20120326181803,http://tong.visitkorea.or.kr/cms/resource/03/1954903_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/1954903_image3_1.jpg,127.8309664506,35.7622516612,6.0,20200227140535,18329.0,2.0,거창 요수정,경상남도 거창군 위천면 은하리길 100,,,50103,2
36,B02,B0201,B02010700,1955177,32,20141010150259,http://tong.visitkorea.or.kr/cms/resource/60/1955060_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1955060_image2_1.jpg,128.0780177717,35.8299178652,6.0,20201217160756,7226.0,2.0,거창 자연의소리,경상남도 거창군 가북면 개금길 415,,055-262-2729,50117,2
36,A02,A0207,A02070200,1866255,15,20131203110702,http://tong.visitkorea.or.kr/cms/resource/31/2694131_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2694131_image2_1.jpg,127.9095393091,35.6866949586,6.0,20201208153115,22057.0,2.0,거창 크리스마스트리문화축제 2021,경상남도 거창군 거창읍 중앙로 103,,070-8809-9182,50132,2
36,A02,A0203,A02030100,1977633,12,20141218104456,http://tong.visitkorea.or.kr/cms/resource/80/1987580_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/1987580_image3_1.jpg,127.8185428870,35.7496778653,6.0,20201216105352,8071.0,2.0,거창 황금원숭이마을,경상남도 거창군 위천면 상천길 50-159,(위천면),,50103,2
36,A02,A0201,A02010400,128655,12,20051114000000,http://tong.visitkorea.or.kr/cms/resource/14/2042314_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2042314_image3_1.jpg,127.8370186747,35.7629155826,6.0,20210329171510,26634.0,2.0,거창 황산리 신씨고가,경상남도 거창군 위천면 황산1길 109-5,(위천면),,50103,2
36,A02,A0201,A02010600,128947,12,20060426000000,,,127.8373158638,35.7631683370,6.0,20200402111647,29486.0,2.0,거창 황산마을 옛 담장,경상남도 거창군 위천면 황산1길 109-5,,,50103,2
36,A02,A0205,A02050100,2657715,12,20200529100830,http://tong.visitkorea.or.kr/cms/resource/29/2649829_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2649829_image3_1.jpg,128.0409208012,35.7366638755,6.0,20210222114113,0.0,2.0,거창 Y자형 출렁다리,경상남도 거창군 가조면 의상봉길 830,,055-940-7930,50118,2
36,A05,A0502,A05020100,2575831,39,20181210140023,,,128.5506281442,35.2458645543,6.0,20200210165148,4.0,16.0,거창가든,경상남도 창원시 마산회원구 송평로 170,(두척동),055-231-5016,51298,16
35,A05,A0502,A05020100,2687875,39,20201127131011,http://tong.visitkorea.or.kr/cms/resource/77/2684377_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2684377_image2_1.jpg,128.4981513154,36.5764239544,6.0,20210312123922,0.0,11.0,거창갈비 도청,경상북도 안동시 풍천면 풍요3길 48-14,,054-843-0099,36759,11
6,A05,A0502,A05020100,134098,39,20090929144132,http://tong.visitkorea.or.kr/cms/resource/07/1902107_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/1902107_image3_1.jpg,129.0698950559,35.2051869593,6.0,20200121142006,22008.0,6.0,거창맷돌,부산광역시 동래구 미남로 124,,051-504-3520,47822,6
36,A02,A0206,A02060600,1750851,14,20121112164237,,,127.9102618219,35.6734631366,6.0,20201015102641,23715.0,2.0,거창문화센터,경상남도 거창군 거창읍 수남로 2181,,,50147,2
36,A02,A0206,A02060100,130084,14,20071106014132,http://tong.visitkorea.or.kr/cms/resource/86/1611086_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/1611086_image3_1.jpg,127.9102618219,35.6734631366,6.0,20200728141527,21658.0,2.0,거창박물관,경상남도 거창군 거창읍 수남로 2181,,,50147,2
36,A02,A0206,A02060200,1576971,14,20120323155857,,,127.9248970117,35.5557433836,6.0,20210322180236,14432.0,2.0,거창사건역사교육관,경상남도 거창군 신원면 신차로 2924,,,50153,2
36,A02,A0202,A02020700,1578089,12,20120326114530,,,127.9274161990,35.5570516139,6.0,20201203160515,18778.0,2.0,거창사건추모공원,경상남도 거창군 신원면 신차로 2924,,,50153,2
36,A02,A0206,A02060300,1798587,14,20130306105930,http://tong.visitkorea.or.kr/cms/resource/57/2022357_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2022357_image3_1.jpg,127.9217607905,35.6740466091,6.0,20210107141636,21270.0,2.0,거창사과테마파크,경상남도 거창군 거창읍 거함대로 3372-60,,,50147,2
36,A03,A0302,A03020300,1665536,28,20120706150228,,,127.9279819277,35.6939889065,6.0,20201015102118,6639.0,2.0,거창스포츠파크,경상남도 거창군 거창읍 심소정길 39-36,(거창읍),,50126,2
36,A04,A0401,A04010100,132126,38,20040226000000,http://tong.visitkorea.or.kr/cms/resource/65/976265_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/976265_image3_1.jpg,127.9137056214,35.6861812026,6.0,20200917104540,11424.0,2.0,"거창장 (1, 6일)",경상남도 거창군 거창읍 시장길 54,,055-944-2581,50138,2
36,A05,A0502,A05020100,1599121,39,20120410104803,,,127.9099171513,35.6830148265,6.0,20200210165949,14255.0,2.0,거창추어탕,경상남도 거창군 거창읍 강남로 114,,055-943-0302,50143,2
36,A05,A0502,A05020100,1599113,39,20120410103229,,,127.9094950498,35.6798985048,6.0,20200804145242,16700.0,2.0,거창축협한우팰리스,경상남도 거창군 거창읍 거함대로 3178,,055-943-9204,50141,2
36,A05,A0502,A05020100,1599680,39,20120410171905,,,128.0435490315,35.7113612328,,20200218160515,16989.0,2.0,거창파인밸리리조트 비계산가든,경상남도 거창군 가조면 녹동3길 227,,055-941-1296,50118,2
36,A02,A0201,A02010700,1955226,12,20141010171921,,,127.9037785388,35.6929441479,6.0,20200227140032,2137.0,2.0,거창향교,경상남도 거창군 거창읍 성산길 34,(거창읍),,50130,2
32,A02,A0201,A02010700,2405830,12,20160829112315,,,128.7092883640,37.3210036575,6.0,20160930131331,502.0,11.0,거칠현,강원도 정선군 남면 낙동리,,1544-9053,,11
39,A02,A0206,A02060100,130853,14,20070910000000,http://tong.visitkorea.or.kr/cms/resource/06/1957706_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/1957706_image2_1.jpg,126.3459024043,33.2549657152,6.0,20210312155834,33121.0,3.0,건강과 성 박물관(제주),제주특별자치도 서귀포시 안덕면 일주서로 1611,,,63531,3
31,A02,A0202,A02020300,127380,12,20031020000000,http://tong.visitkorea.or.kr/cms/resource/54/757254_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/757254_image3_1.jpg,127.4368900462,37.0931117784,6.0,20200117104532,31609.0,16.0,건강나라,경기도 안성시 죽산면 죽양대로 136-16,,,17518,16
1,A02,A0207,A02070200,2613900,15,20190801153406,http://tong.visitkorea.or.kr/cms/resource/20/2680820_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/20/2680820_image2_1.png,127.0053765000,37.4826644710,6.0,20201111160054,0.0,15.0,건강서울페스티벌 2020,온라인개최,,070-7575-2351~2,06708,15
37,A02,A0203,A02030400,2713440,12,20210408170614,http://tong.visitkorea.or.kr/cms/resource/69/2705769_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2705769_image3_1.jpg,127.1306037940,35.4316546376,,20210416175641,0.0,7.0,건강장수연구소 쉴랜드,전라북도 순창군 인계면 인덕로 427-128,,,56015,7
36,A02,A0201,A02010700,1622226,12,20120504100619,http://tong.visitkorea.or.kr/cms/resource/42/1611142_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/1611142_image3_1.jpg,127.8790001805,35.6926715144,6.0,20210415170720,16525.0,2.0,건계정,경상남도 거창군 거창읍 거안로 1173-21,,,50124,2
1,A02,A0206,A02060900,130232,14,20071106014800,http://tong.visitkorea.or.kr/cms/resource/49/1502949_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1502949_image3_1.jpg,127.0763072274,37.5428781974,6.0,20201203150817,29374.0,6.0,건국대학교 상허기념도서관,서울특별시 광진구 능동로 120,(화양동),,05029,6
1,A02,A0206,A02060100,129818,14,20071106013148,http://tong.visitkorea.or.kr/cms/resource/32/1502932_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/1502932_image3_1.jpg,127.0763072274,37.5428781974,6.0,20201231132058,18157.0,6.0,건국대학교박물관,서울특별시 광진구 능동로 120,(화양동),,05029,6
32,A05,A0502,A05020100,2685333,39,20201124141341,http://tong.visitkorea.or.kr/cms/resource/46/2684746_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2684746_image2_1.jpg,128.9137553764,37.7995107058,6.0,20210311155707,0.0,1.0,건도리,강원도 강릉시 창해로 427,,033-644-9700,25460,1
32,A03,A0303,A03030500,2702326,28,20201229154309,,,127.8368698966,37.3122715705,6.0,20201229154819,0.0,9.0,건등낚시터,강원도 원주시 문막읍 건등리 137-2,,,,9
38,A05,A0502,A05020100,2670290,39,20200901152618,http://tong.visitkorea.or.kr/cms/resource/64/2666564_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2666564_image2_1.jpg,127.4939924899,34.9455907199,6.0,20210310115108,0.0,11.0,건봉국밥,전라남도 순천시 장평로 65,,061-752-0900,57959,11
32,A02,A0203,A02030200,2401967,12,20160818095503,,,128.4090272627,38.3872936814,6.0,20160919110723,654.0,2.0,건봉다시마장산지,강원도 고성군 간성읍 건봉사로 386,,033-681-3198,24726,2
32,A02,A0201,A02010800,127228,12,20031022000000,http://tong.visitkorea.or.kr/cms/resource/49/2659849_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2659849_image3_1.jpg,128.3781573424,38.4037217209,6.0,20200618144213,43290.0,2.0,건봉사,강원도 고성군 거진읍 건봉사로 723,(거진읍),,24708,2
31,A05,A0502,A05020100,403767,39,20080119221733,http://tong.visitkorea.or.kr/cms/resource/44/1916344_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1916344_image3_1.jpg,127.7188347076,37.2645804583,6.0,20200422145635,21266.0,20.0,걸구쟁이네,경기도 여주시 강천면 강문로 707,,031-885-9875,12616,20
31,B02,B0201,B02010700,911900,32,20100104100024,http://tong.visitkorea.or.kr/cms/resource/99/1593599_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/1593599_image3_1.jpg,126.5538676381,37.2817492335,6.0,20200529094959,35929.0,15.0,걸리버여행기,경기도 안산시 단원구 구봉타운길 61,,010-7315-4334,15639,15
39,A01,A0101,A01010400,1918965,12,20140514134440,,,126.5060849817,33.4118342447,6.0,20201224100446,2304.0,4.0,걸시오름,제주특별자치도 제주시 연동 산150,(연동),,63080,4
31,A02,A0202,A02020700,753801,12,20090616162330,,,126.7063771764,37.6379438601,6.0,20201130154150,24601.0,8.0,걸포중앙공원,경기도 김포시 걸포1로 60-42,(걸포동),,10099,8
34,A02,A0201,A02010700,1956299,12,20141015102621,,,127.0900947887,36.7479758981,6.0,20201105144500,2426.0,12.0,검계서원,충청남도 천안시 동남구 풍세면 금호1길 117-10,(풍세면),,31214,12
31,A01,A0101,A01010400,750824,12,20090610094902,http://tong.visitkorea.or.kr/cms/resource/06/2667406_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2667406_image3_1.jpg,127.2343828452,37.5039244637,6.0,20210216093340,58815.0,30.0,검단산,경기도 하남시 천현동,,,13025,30
31,A05,A0502,A05020100,1214384,39,20110223112702,,,127.5021412803,37.7155520008,6.0,20200121142326,15005.0,1.0,검단집,경기도 가평군 청평면 호반로 1226,,031-585-6977,12456,1
32,A01,A0101,A01010800,126840,12,20030827000000,http://tong.visitkorea.or.kr/cms/resource/86/2480186_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2480186_image2_1.jpg,128.9354541660,37.2306100727,6.0,20201111112428,52047.0,14.0,검룡소 (강원고생대 국가지질공원),강원도 태백시 창죽동,,,26002,14
39,A01,A0101,A01011200,598635,12,20080730092623,http://tong.visitkorea.or.kr/cms/resource/12/1620312_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/1620312_image3_1.jpg,126.9685512558,33.4967295111,6.0,20200717153342,29367.0,4.0,검멀레해변,제주특별자치도 제주시 우도면 우도해안길,(우도면),,63365,4
35,A01,A0101,A01010400,2660543,12,20200619111707,,,128.5005235038,36.5702469265,6.0,20210331133231,0.0,11.0,검무산,경상북도 안동시 풍천면 갈전리,,,,11
32,A01,A0101,A01010600,687616,12,20090204093859,http://tong.visitkorea.or.kr/cms/resource/05/2480205_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2480205_image2_1.jpg,129.2854063880,37.2260923899,6.0,20210202105229,32135.0,4.0,검봉산자연휴양림,강원도 삼척시 원덕읍 임원안길 525-145,(원덕읍),,25956,4
33,A02,A0201,A02010700,1955985,12,20141014164554,,,127.5715339648,36.5788983496,6.0,20200403101152,1278.0,10.0,검암서원,충청북도 청주시 상당구 가덕면 병암리 215-2,(가덕면),,28205,10
39,A05,A0502,A05020100,2359165,39,20160106111006,http://tong.visitkorea.or.kr/cms/resource/96/2046596_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2046596_image3_1.jpg,126.5821627247,33.2437595709,6.0,20200121142358,3356.0,3.0,검은여닭(검은여쉼터),제주특별자치도 서귀포시 검은여로 4,,064-733-3030,63599,3
1,B02,B0201,B02011100,2572777,32,20181204100832,http://tong.visitkorea.or.kr/cms/resource/93/2571393_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/93/2571393_image2_1.PNG,126.9248537833,37.5632120044,,20200423100738,0.0,13.0,게더링 앳 홍대1(게더링앳홍대),서울특별시 마포구 동교로47길 3,(연남동) 201호,010-5155-9995,03983,13
1,B02,B0201,B02011100,2572779,32,20181204100832,http://tong.visitkorea.or.kr/cms/resource/93/2571393_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/93/2571393_image2_1.PNG,126.9248537833,37.5632120044,,20200423100840,0.0,13.0,게더링 앳 홍대2(게더링앳홍대),서울특별시 마포구 동교로47길 3,(연남동) 301호,010-5155-9995,03983,13
1,A05,A0502,A05020100,2643060,39,20200107112351,http://tong.visitkorea.or.kr/cms/resource/29/2654729_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2654729_image2_1.jpg,127.0394696385,37.5173360565,6.0,20210309110232,0.0,1.0,게방식당,서울특별시 강남구 선릉로 131길 17,,010-8479-1107,06060,1
5,B02,B0201,B02011100,2664520,32,20200722092145,,,126.9157104541,35.1519909306,6.0,20201012173649,0.0,3.0,게스트145,광주광역시 동구 구성로194번길 19,(대인동),062-233-0145,61473,3
